algorithm_name,makespan,cost,energy,dataset_used
WOASA,1505.5203,5999.1240,318242.5660,task240
WOASA,1103.6153,5383.1951,278386.5022,task240
WOASA,1146.6827,4718.4724,316727.0002,task240
WOASA,1260.6694,5585.5065,273556.2959,task240
WOASA,1703.4324,6874.6890,299655.2419,task240
WOASA,1135.2709,5305.2630,342667.2101,task240
WOASA,1680.3621,6048.4833,304719.5273,task240
WOASA,1286.3341,5583.7794,268118.6878,task240
WOASA,2013.7020,6887.1258,334054.7133,task240
WOASA,1373.2566,5084.3310,336477.9974,task240
WOASA,1316.6411,5614.4294,248592.9992,task240
WOASA,1265.1710,5167.6082,271862.1647,task240
WOASA,1417.7993,6284.0793,308856.0153,task240
WOASA,1406.8732,6112.2889,297494.6361,task240
WOASA,1873.6118,6590.7438,284642.3095,task240
WOASA,997.5421,5425.2875,335398.6288,task240
WOASA,1587.3409,6456.3777,326181.2210,task240
WOASA,1435.1077,5833.7512,282438.1547,task240
WOASA,1205.1345,5293.9393,326218.9555,task240
WOASA,1224.6267,5888.8000,314090.1905,task240
WOASA,934.9941,5604.6117,293335.9849,task240
WOASA,1110.5167,4392.4074,288677.1348,task240
WOASA,1265.2073,5922.1982,332785.1882,task240
WOASA,899.5538,4614.3957,304727.8043,task240
WOASA,1031.5933,5304.6005,295891.6213,task240
WOASA,1044.0924,5493.9654,303718.3261,task240
WOASA,899.5382,4658.3446,243546.7239,task240
WOASA,1851.2167,5708.1611,270257.0997,task240
WOASA,1511.4338,6116.0640,298585.0695,task240
WOASA,1603.8558,6362.7825,272914.8373,task240
WOASA,1276.4859,5401.3345,350949.6294,task240
WOASA,1076.7898,5614.1066,355199.3302,task240
WOASA,1169.3759,4811.2033,313951.3374,task240
WOASA,1132.0194,4795.1875,315587.8095,task240
WOASA,1798.5883,7732.8819,358985.1361,task240
WOASA,1152.0526,5227.5922,340849.8578,task240
WOASA,1307.0277,5350.8142,265713.1217,task240
WOASA,1730.6962,6641.5797,304009.5770,task240
WOASA,1104.0526,4768.6180,323693.5322,task240
WOASA,1292.9958,5281.2290,342194.8063,task240
WOASA,1138.3744,6592.7215,303630.7144,task240
WOASA,1335.3808,5169.6727,252541.6773,task240
WOASA,1849.0680,6772.7431,335520.5394,task240
WOASA,1050.0944,5089.9519,317186.7879,task240
WOASA,1026.0526,5517.5544,297290.7067,task240
WOASA,1582.4994,5900.0738,318421.6591,task240
WOASA,1441.6293,5622.1520,289997.6506,task240
WOASA,1142.6913,5742.3823,343341.1067,task240
WOASA,1857.1733,6369.7556,335772.7976,task240
WOASA,1041.7243,6330.5624,284740.8932,task240
WOASA,999.5765,5061.4492,301027.4881,task240
WOASA,1277.3881,4638.5390,320426.8386,task240
WOASA,1325.7290,6406.5120,320849.9220,task240
WOASA,1092.4500,4597.4138,242410.0970,task240
WOASA,977.0909,5040.6869,296626.1125,task240
WOASA,1645.4500,6812.1882,326485.3387,task240
WOASA,2548.0772,6810.4970,345012.1764,task240
WOASA,1065.8433,5580.7972,347223.2553,task240
WOASA,1234.1559,5972.7136,316031.1269,task240
WOASA,1339.2517,5721.8012,287084.3087,task240
WOASA,1487.1264,5217.1145,253718.2874,task240
WOASA,1287.2917,5594.5109,284079.4150,task240
WOASA,1036.4853,5744.2158,314667.7348,task240
WOASA,1756.7112,5864.7174,261256.2729,task240
WOASA,1046.4210,5375.1945,277972.7107,task240
WOASA,1248.5571,5642.7174,290824.6965,task240
WOASA,1274.7911,5724.7745,300570.5624,task240
WOASA,1151.2507,5887.9910,295887.8059,task240
WOASA,1163.4760,5882.8357,354876.1279,task240
WOASA,1202.4896,5734.0782,276089.8163,task240
WOASA,1633.1032,6381.0503,322595.2176,task240
WOASA,1229.2873,5212.8273,348250.4781,task240
WOASA,1228.7536,6211.5529,323011.4262,task240
WOASA,935.2624,5795.9183,252470.4249,task240
WOASA,1554.3187,5960.6525,241464.0758,task240
WOARDA,753.9006,4645.8427,314959.4053,task240
WOARDA,899.8352,3707.1735,249615.1950,task240
WOARDA,935.9591,3158.1415,210640.2899,task240
WOARDA,948.4807,3097.6554,212588.7038,task240
WOARDA,1893.0668,3044.7361,332900.1418,task240
WOARDA,873.9278,3961.3748,193997.7805,task240
WOARDA,782.2502,4385.2108,260585.2267,task240
WOARDA,853.0316,3832.2182,217323.7920,task240
WOARDA,790.3796,4607.8453,249577.5215,task240
WOARDA,903.9705,3418.9584,233731.1166,task240
WOARDA,1021.5144,3000.2955,173705.5364,task240
WOARDA,990.0335,2824.6328,242072.9367,task240
WOARDA,937.2597,2954.6438,266759.1627,task240
WOARDA,821.0465,4290.7651,217420.2751,task240
WOARDA,1441.4766,4099.1287,365300.8658,task240
WOARDA,783.9031,4631.0723,207163.6605,task240
WOARDA,949.5956,3360.7388,209879.6834,task240
WOARDA,1020.3555,3153.3601,209794.0542,task240
WOARDA,1159.6685,4006.1709,322391.2599,task240
WOARDA,990.7635,3158.6821,176206.7855,task240
WOARDA,849.2063,4037.4628,220530.2467,task240
WOARDA,839.3691,4603.4878,226168.8212,task240
WOARDA,777.7726,4706.3532,266589.7193,task240
WOARDA,928.8214,3327.8952,197270.2396,task240
WOARDA,802.4650,4606.1423,268555.3370,task240
WOARDA,940.1976,3122.4835,221410.7146,task240
WOARDA,1002.6078,3135.0941,226380.5478,task240
WOARDA,825.9354,4202.2230,271711.0476,task240
WOARDA,1012.6155,2943.5600,227868.5563,task240
WOARDA,825.7697,4059.6857,200916.8124,task240
WOARDA,2830.6418,2545.3899,224541.0112,task240
WOARDA,755.2673,4589.5262,229454.7186,task240
WOARDA,799.9281,4222.4672,304573.5101,task240
WOARDA,3400.2536,2810.4506,429870.6948,task240
WOARDA,774.5772,4141.2954,235503.3264,task240
WOARDA,990.8061,2987.9392,216858.6532,task240
WOARDA,882.3796,4228.6666,340590.7539,task240
WOARDA,971.9705,3411.6082,224323.6115,task240
WOARDA,795.9872,4508.9694,214352.4940,task240
WOARDA,823.5144,4221.7947,249439.5987,task240
WOARDA,886.7377,3633.4942,208360.0965,task240
WOARDA,1008.8706,3219.9682,223304.1851,task240
WOARDA,863.2404,3833.5093,203343.9232,task240
WOARDA,861.1526,3978.7834,196209.9062,task240
WOARDA,1590.6418,3240.3352,272325.8077,task240
WOARDA,966.0335,3190.2583,261355.1454,task240
WOARDA,791.6219,4599.0310,219388.0825,task240
WOARDA,978.7122,3233.0043,243192.1410,task240
WOARDA,855.5144,3961.1714,304938.8898,task240
WOARDA,943.7056,3495.6604,250367.1004,task240
WOARDA,772.7124,4700.5983,184960.6835,task240
WOARDA,2231.4964,3138.5021,374948.7158,task240
WOARDA,964.9411,3585.9742,260070.6392,task240
WOARDA,1031.3457,2861.9949,198279.3700,task240
WOARDA,1031.9031,3024.5152,207057.6310,task240
WOARDA,965.2200,3006.0824,225499.2726,task240
WOARDA,893.2404,3838.9404,209820.7084,task240
WOARDA,1541.4393,2730.5352,259709.8554,task240
WOARDA,802.0126,4365.9982,250834.1098,task240
WOARDA,775.9816,4810.3449,248971.3326,task240
WOARDA,992.2229,2766.9350,200374.6984,task240
WOARDA,886.1393,4014.8681,251335.1995,task240
WOARDA,1005.3796,2885.3988,155151.1312,task240
WOARDA,896.3006,3569.7242,217715.1587,task240
WOARDA,1121.7592,2658.8277,194474.5935,task240
WOARDA,847.5144,4026.6175,266253.1955,task240
WOARDA,764.1625,4376.2105,229890.8091,task240
WOARDA,1751.3597,2634.8004,228889.5095,task240
WOARDA,774.4848,4725.9659,243552.3290,task240
WOARDA,972.7157,2977.1868,216073.9386,task240
WOARDA,944.7174,3726.5151,202354.4675,task240
WOARDA,1017.5983,2831.1127,271359.4295,task240
WOARDA,1033.3546,3144.7080,215426.7689,task240
WOARDA,783.2192,4734.1166,269314.3565,task240
WOARDA,986.1955,3981.5195,191168.3706,task240
WOARDA,859.5820,3901.8278,251503.1276,task240
WOARDA,1591.2638,4376.1062,363140.9991,task240
WOARDA,897.8694,3262.1941,263988.3216,task240
WOARDA,881.2956,3736.8469,187326.1364,task240
WOARDA,2830.6418,2545.3899,224541.0112,task240
WOARDA,1009.4500,3019.4925,228915.8793,task240
WOARDA,814.0672,4396.9887,197503.2841,task240
WOARDA,2299.8082,2474.7060,335301.7439,task240
WOARDA,941.9795,3363.9704,218331.3710,task240
WOARDA,954.0689,3428.1317,224771.5639,task240
WOARDA,940.1842,4026.8378,245808.9799,task240
WOARDA,832.2997,4249.1575,339700.7480,task240
WOARDA,858.7007,4241.2650,208999.4333,task240
WOARDA,770.3780,4767.4917,241834.4790,task240
WOARDA,846.5435,4392.2973,235508.3762,task240
WOARDA,2603.8082,2479.3612,267127.8770,task240
WOARDA,992.5144,2732.5349,231408.2116,task240
WOARDA,979.2400,4168.9194,244219.3118,task240
WOARDA,954.8400,3178.9328,251754.0704,task240
WOARDA,1612.6418,2701.4034,234077.3217,task240
WOARDA,734.0470,4677.1709,219226.7037,task240
WOARDA,831.9506,4205.1682,195434.0639,task240
WOARDA,1294.7307,3473.3142,297546.8454,task240
WOARDA,2830.6418,2545.3899,224541.0112,task240
WOARDA,773.4955,4763.8635,286162.3829,task240
RDA,899.1055,5774.6733,314684.8703,task240
RDA,812.5090,5403.0856,312441.3610,task240
RDA,757.4782,5214.1487,330701.8121,task240
RDA,736.6583,5045.2949,310413.5979,task240
RDA,663.1079,5476.6108,265472.1664,task240
RDA,706.0010,5624.6136,252161.1809,task240
RDA,677.8779,5684.3762,317468.9639,task240
RDA,1126.0005,6286.2228,316529.8659,task240
RDA,811.4788,5940.5145,273786.2026,task240
RDA,830.2591,6030.4210,274436.0277,task240
RDA,782.3785,5756.3480,278976.5688,task240
RDA,890.0604,5832.8083,313721.9802,task240
RDA,754.3965,5398.2993,318095.0980,task240
RDA,777.5633,5547.6075,307601.6345,task240
RDA,903.0664,6063.8463,334036.0655,task240
RDA,1248.5308,6893.9297,385212.8545,task240
RDA,1017.4212,5910.5105,318943.3550,task240
RDA,705.8276,5624.7844,292545.9503,task240
RDA,750.7663,5577.5757,302317.0022,task240
RDA,747.9288,5579.6938,290293.9719,task240
RDA,1058.3308,5808.2208,287593.3828,task240
RDA,699.6603,5597.0015,236042.0641,task240
RDA,779.7267,5546.4254,314932.5762,task240
RDA,721.9705,5372.4446,361564.7862,task240
RDA,832.8820,5703.9282,325079.5180,task240
RDA,771.4737,5726.2793,366721.5525,task240
RDA,719.0779,5447.2547,323041.6139,task240
RDA,848.7611,5989.3348,281603.0940,task240
RDA,942.8615,6066.2520,314741.2225,task240
RDA,883.4769,6039.6248,315193.2637,task240
RDA,905.4639,5560.7329,343000.7515,task240
RDA,728.1955,5436.1185,293051.5653,task240
RDA,744.2000,5708.3097,296180.1809,task240
RDA,772.3108,5633.7179,321530.0774,task240
RDA,986.2462,6048.4430,319130.0855,task240
RDA,787.8803,5891.2309,320259.7174,task240
RDA,1110.7320,5371.2913,312352.3466,task240
RDA,799.7212,5695.1067,348997.3138,task240
RDA,1025.8206,5879.6710,322374.7350,task240
RDA,760.4987,5654.4971,324671.8868,task240
RDA,782.5947,5465.8844,325224.1652,task240
RDA,967.6267,6001.4784,261904.8776,task240
RDA,901.8950,5970.8416,297520.3842,task240
RDA,917.5428,5916.0353,279942.7425,task240
RDA,919.4391,5767.6449,301635.8876,task240
RDA,928.9760,6399.1323,319234.1842,task240
RDA,817.4858,5361.7954,265480.4375,task240
RDA,771.3729,5733.4011,317090.1067,task240
RDA,829.9533,5476.6827,321170.3289,task240
RDA,996.5761,6094.2102,316711.5995,task240
RDA,751.1149,5726.1581,337200.6849,task240
RDA,771.4052,5610.9194,318837.3973,task240
RDA,841.9257,5627.9290,285574.4068,task240
RDA,899.0610,6147.1014,315600.1015,task240
RDA,704.5758,5273.4269,332531.0096,task240
RDA,807.5552,5605.5436,294512.6559,task240
RDA,868.8803,5834.7697,284931.2362,task240
RDA,998.6754,5992.1571,293315.6672,task240
RDA,732.3301,5824.1424,271108.9084,task240
RDA,925.0883,6237.2466,306940.3538,task240
RDA,678.0789,5556.5198,300905.7057,task240
RDA,997.6073,6181.2256,302583.6150,task240
RDA,1024.9273,6217.8664,313275.0925,task240
RDA,968.9752,5855.4984,298435.6440,task240
RDA,821.3852,5944.7774,311185.0446,task240
RDA,710.9617,5256.5717,327794.4888,task240
RDA,1071.3829,6226.4402,317921.7811,task240
RDA,859.5294,5777.6085,332009.2280,task240
RDA,720.2923,5470.8036,245752.4766,task240
RDA,747.3924,5621.2436,323938.2737,task240
RDA,971.1674,6396.4896,324895.0998,task240
RDA,1079.3887,6070.8088,347727.5338,task240
RDA,702.9688,5196.5928,305572.3809,task240
RDA,698.1160,5438.2320,354113.0131,task240
RDA,944.5241,5981.8493,297690.0942,task240
RDA,809.2818,6038.1544,307603.1848,task240
RDA,679.8174,5419.2177,314659.8412,task240
RDA,779.6568,5447.7047,352753.1282,task240
RDA,1001.9208,5971.6106,280867.3188,task240
RDA,675.4139,5266.8496,302609.3445,task240
RDA,694.4256,5555.6298,299412.0156,task240
RDA,738.3631,5212.5082,298952.9039,task240
RDA,819.5948,5832.2071,290489.1067,task240
RDA,804.3085,5698.8746,271426.8038,task240
RDA,719.4539,5635.5293,350991.3989,task240
RDA,757.7406,5288.7436,272259.3222,task240
RDA,663.2568,5441.1502,273744.9503,task240
RDA,822.3258,5860.4858,315964.2006,task240
RDA,724.2427,5405.1454,369194.4616,task240
RDA,1020.0941,6471.1630,308829.3687,task240
RDA,728.7663,5415.6771,319854.1476,task240
RDA,932.8973,6039.4906,353634.3611,task240
RDA,777.0490,5394.8791,303489.4101,task240
RDA,696.9919,5470.0492,394540.9024,task240
RDA,936.4122,5855.1307,304107.2785,task240
RDA,715.7000,5562.6666,311422.0288,task240
RDA,721.5784,5492.5599,293121.5447,task240
RDA,949.7805,6004.1159,304425.1026,task240
RDA,978.6215,5968.4540,271877.5486,task240
RDA,790.6322,5574.0045,313186.8480,task240
WOA,448.3780,1479.0519,72603.3115,task40
